testing_enrolled,location_id,assessment_centre,location_name,operated_by,city,address,address_fr,postal_code,province,latitude,longitude,phu,phone,website,monday,tuesday,wednesday,thursday,friday,appointments,phone_appointments,symptomatic,drive_through,accessible,additional_information,saturday,sunday,online_appointments,walk_ins,children_under_2,age_threshold,public_transit,additional_information_fr,location_name_fr,french_language_services,free_parking,weeks_pregnant,general_population,asl_interpretation,email,first_nations,community_lab,vaccine_enrolled,pharmacy
,733,1.0,Vaughan CHC Community Testing Site,Vaughan Community Health Centre,Vaughan,"9401 Jane Street, Suite 106, Unit 9",,L6A 4H7,ON,43.8357251596223,-79.5318577424162,York Region Public Health Services,905-226-7332,https://vchc.simplybook.me,,,,,12:30-17:30,1.0,,1.0,,,,,,,,,2y,,,,,,,,,,,,,
,1340,1.0,Southwest Ottawa Covid-19 AC,Kemptville District Hospital,Richmond,6095 Perth Street,,K0A 2Z0,ON,45.1953950104683,-75.8376065431775,Ottawa Public Health,613-258-3192,https://ngcac.ca,08:00-12:00,,,08:00-12:00,,1.0,1.0,1.0,,,"Stats 10-2pm
Limited walk in appointments",09:00-13:00,,https://portal.healthmyself.net/northgrenvillecovid19assessmentcentre/forms/jMX,,,,,,,,,,,,,,,,
1.0,1728,1.0,Dubreuilville Medical Centre - Lady Dunn Health Centre,Lady Dunn Health Centre,Dubreilville,851 St. Joseph Street,,P0S 1B0,ON,48.346588367092,-84.5489832019652,Algoma Public Health Unit,705-914-1114,https://www.ldhc.com/,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,1.0,1.0,1.0,,,"Please call to schedule an appointment. After hours, please call the hospital in advance for instructions. No walk-ins at the Emergency Department or nursing station please.",,,,,,,,,,1.0,,,1.0,,,,,,
1.0,1729,1.0,Lady Dunn Health Centre - White River Location,Lady Dunn Health Centre,Wawa,17 Government Road West,3 chemin Chris Simon,P0S 1K0,ON,48.000878647519,-84.7721169173181,Algoma Public Health Unit,705-914-1114,https://www.ldhc.com/,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,1.0,1.0,1.0,,,"Please call to schedule an appointment. White River residents will receive a home visit for your COVID-19 test. After hours, please call the hospital in advance for instructions. No walk-ins at the Emergency Department in Wawa please.",,,,,,,,,,1.0,,,,,,,,,
1.0,1730,1.0,Mary Berglund Community Health Centre (Ignace),Dryden Regional Health Centre,Ignace,1100 Main Street,,P0T 1T0,ON,49.405698,-91.635418,Northwestern Health Unit,807-934-2251,,08:30-15:00,08:30-15:00,08:30-15:00,08:30-15:00,,,,1.0,,,To make appointment call 807-934-2251,,,,,,,,,,,,,,,,,,,
,1731,1.0,Manitoulin Health Centre - Mindemoya,Manitoulin Health Centre,Mindemoya,2120B Highway 551,,P0P 1S0,ON,45.738391,-82.167532,Sudbury and District Health Unit,705-377-5311,http://www.mhc.on.ca/covid-19,13:00-17:00,13:00-17:00,13:00-17:00,13:00-17:00,13:00-17:00,1.0,,1.0,,1.0,,13:00-17:00,13:00-17:00,,,,2y,,,,,1.0,,,,,,,,
,1758,1.0,Mount Dennis Temporary Testing Site,Jane Street Hub,Toronto,1541 Jane Street,,M9N 2R3,ON,43.6986385358905,-79.5019437485544,Toronto Public Health,416-645-7575 ext.3113,,,15:00-19:00,,,,1.0,1.0,1.0,,,"Open only Tuesday. June 8, 15, 22 and 29. Call to book an appointment.",,,,,,,,,,,,,,,,,,,
,1759,1.0,Keelesdale Eglinton Community Testing Site,York Recreation Centre,Toronto,115 Black Creek Drive,,M6M 0A9,ON,43.6877369797442,-79.4818946994389,Toronto Public Health,416-653-5400 ext.3121,,,,,,15:00-19:00,1.0,1.0,1.0,,,"Open June 4, 11, 18 and 25, 2021. Call to book an appointment.",,,,,,,,,,,,,,,,,,,
,1760,1.0,Women's College Pop-Ups,Women's College Hospital,Toronto,12 Flemington Road,,M6A 2N4,ON,43.7197274845867,-79.4449085162645,Toronto Public Health,416-787-1661 ext. 3300,,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,1.0,1.0,1.0,,,"closed Dec 27, Dec 28 and Jan 3 Saliva or oral/nasal collection. Results within 72 hrs. Take home kits. Kits drop off and collection at same site only. Call for more information on pick up/drop off times.",,,,1.0,,,,,,,,,,,,,,,
,1761,1.0,LAMP Community Pop-Ups,Weston Pelham,Etobicoke,185 Fifth Street,,M8V 2Z5,ON,43.6034952945864,-79.5033907662978,Toronto Public Health,,,,,,,14:30-18:30,,,1.0,,,,,,,,,,,,,,,,,,,,,,
,1764,1.0,Bob Fallis Sports Centre,Home and Community Care,Bradford,2961 Sideroad 10,,L3Z 2A4,ON,44.1156970073712,-79.6030970841716,Simcoe Muskoka District Health Unit,,,,10:00-12:00,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
,2780,1.0,St. James Town Temporary COVID-19 Testing,Health Access St. James Town Partners and Sherbourne Health at The Corner,Toronto,200 Wellesley Street East,,M4X 1G3,ON,43.66837,-79.37358,Toronto Public Health,416-254-4006,,,13:00-15:45,,,,1.0,1.0,1.0,,,"Residents of St. James Town and surrounding areas who meet the Ministry of Health new eligibility criteria for COVID-19 Testing, updated on December30, 2021.By Appointment Only. No Walk-ins. To book an appointment, please call 416-254-4006. Results available in 2-4 business days. Bring your OHIP card if you have one (not required).",,,,,1.0,0m,,,,,,,,,,,,,
1.0,2781,1.0,Windsor Regional Hospital -Met COVID 19 Paediatric Urgent Medical Assessment Clinic (PUMA),Windsor Regional Hospital,Windsor,1995 Lens Avenue,,N8W 1L9,ON,42.299975,-82.99729,Windsor-Essex County Health Unit,,http://www.wrh.on.ca,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,1.0,,1.0,,,"Effective Monday, April 4th, 2022 the PUMA clinic will be moving to the Paediatric Outpatient area 3rd Floor at Met Campus.

• An appointment will be booked on the current PUMA/WRH website or by phone (519) 254-5577 ext. 55531;

o  The clinic will run from 8am – 4pm, Monday to Friday;

o  One appointment each hour will be available with the last appointment at 3pm;

o  Appointment bookings are opened 2 days in advance.



Opening August 31, 2021. Metropolitan Campus located directly outside of ED in portable testing center.",,,https://app.getcorigan.ca/,,1.0,,,,,,,,,,,,,,
1.0,2782,1.0,Scarborough Health Network - Centenary Hospital,Scarborough Health Network - Centenary Hospital,Toronto,2867 Ellesmere Road,,M1E 4B9,ON,43.78017,-79.20491,Toronto Public Health,416-495-2601,https://www.shn.ca/covid19-assess/,08:00-16:00,,,,11:00-19:00,1.0,,1.0,,,"Outside of the hospital building, on the east side going towards the Emergency department. Please follow the directions on-site.",,,https://www.shn.ca/covid19-assess/,,,6m,,,,1.0,,,1.0,,,,,,
1.0,2783,1.0,SHN Covid-19 Assessment Centre - Birchmount,Scarborough Health Network - Birchmount Hospital,Toronto,3030 Birchmount Road,,M1W 3W3,ON,43.8019029,-79.3090569,Toronto Public Health,416-495-2601,https://www.shn.ca/covid19-assess/,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,1.0,,1.0,,,,08:00-18:30,08:00-18:30,https://www.shn.ca/covid19-assess/,,,6m,,,,1.0,,,,,,,,,
,2787,1.0,Rockcliffe Smythe Pop Up Testing,Access Alliance,Toronto,761 Jane Street,,M6N 4B4,ON,43.6714976,-79.4955767,Toronto Public Health,416-760-8677,,,17:00-18:00,,,17:00-18:00,,,1.0,,,"Open Wednesday June 2, June 9, June 16, June 30 and Saturday June 12, June 26. Call to book an appointment.",,,,1.0,,,,,,,,,,,,,,,
,2861,1.0,Parkway Forest Community Centre,North York General Hospital,North York,55 Forest Manor Road,,M2J 0C2,ON,43.7725839,-79.3460541,Toronto Public Health,416-635-2509,www.nygh.on.ca/patients-and-visitors/covid-19-updates/assessment-centres,,,,,,,,1.0,,,,12:00-17:00,,,1.0,1.0,0m,1.0,,,,,,,,,,,,
,2877,1.0,Chinguacousy Park,,Brampton,225 Central Park Drive,,L6S 6H1,ON,43.7220935699646,-79.7231068609248,Peel Public Health,844-930-4071,https://www.switchhealth.clinic/terry-miller,,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,1.0,1.0,1.0,,,Parking available at the west parking lot by the Fire/Life Safety Centre. Walk towards the Boat Pavillion.,12:00-20:00,,,,,2y,,,,,,,1.0,,,,,,
,2878,1.0,Long Term Mobile Deployment - Kingsway (Switch Health),Switch Health,Mississauga,75 Kingsway Drive,,L5W 0H4,ON,43.6463637,-79.7110444,Peel Public Health,,https://www.switchhealth.clinic/ontario-health-kingsway,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,1.0,,1.0,1.0,,"This site is currently experiecing high volumes. Please be patient, harassment and abusive behaviour will not be tolerated.",10:00-17:00,10:00-17:00,https://www.switchhealth.clinic/ontario-health-kingsway,,1.0,0m,,,,,,,1.0,,,,,,
,2879,1.0,Caledon Centre for Recreation and Wellness,,Bolton,14111 Regional Road 50 North,,L7C 2V2,ON,43.8749162,-79.7325306,Peel Public Health,905-796-4922,,,,,,14:00-17:00,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
,2886,1.0,Pickering Chestnut Hill Covid Assessment Centre,Lakeridge Health,Pickering,1867 Valley Farm Road,,L1V 3Y7,ON,43.8388062155865,-79.0786621573967,Durham Region Health Department,,covidswab.lh.ca,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,09:00-19:00,1.0,,1.0,,,"**closing May 29 2022.   Please access alternative testing locations. 



Located at back of building, entrance beside patio.  Do not enter through Arena.

Physician on site available for assessments.

Open on holidays from 8:00 AM-4:00 PM.

Same day appointments may be accommodated on a walk-in basis.",08:00-16:00,08:00-16:00,covidswab.lh.ca,,1.0,0m,,,,,,,,,,,,,
1.0,2887,1.0,Noojmowin Teg Health Centre,Noojmowin Teg Health Centre,Little Current,48 Hillside Road,,P0P 1K0,ON,45.9594395382781,-81.9969970100715,Sudbury and District Health Unit,705-368-2182,http://www.noojmowin-teg.ca/contact-us,08:30-16:00,08:30-16:00,08:30-16:00,08:30-16:00,08:30-16:00,1.0,1.0,1.0,1.0,,"Clients must call 705-368-2182 and press 2 when prompted to book an appointment. Phones are answered Monday–Friday, 8:30am– 4:00pm. If phones are busy, please leave a detailed message and someone will return your call. Individuals who are symptomatic are asked to contact Manitoulin Health Centre-Little Current assessment centre.",,,,,,3y,,,,,,,1.0,,,,,,
,2911,1.0,COVID-19 Testing Centre Kinoak Arena,DriverCheck,Oakville,363 Warminster Drive,,L6L 4N1,ON,43.4198008,-79.6999321,Halton Region Health Department,,https://drivercheck.ca/ontariohealth,,13:00-19:00,,09:00-17:00,13:00-19:00,1.0,,1.0,,,"Test participants should bring their health card if they have one. Most test results will be available within 48 hours, or up to 4 days. Results will be available on the online patient portal at ehealthontario.ca.",,09:00-17:00,https://drivercheck.ca/ontariohealth,,,6m,,,,,,,,,,,,,
1.0,2937,1.0,Black Creek Community Health Centre - San Romanoway Site,Black Creek CHC,Toronto,15 San Romanoway,,M3N 2Y9,ON,43.7592855,-79.5182249,Toronto Public Health,416-830-3229 / 416-249-8000,,,16:00-19:00,,,,1.0,1.0,1.0,,,"Located in the theatre building. For more information, call Black Creek Community Health Centre's COVID Support Line: 416 830 3299.",,,,1.0,,1y,,,,,,,,,,,,,
,3036,1.0,Downtown Chatham Centre Pop-up Clinic,,Chatham,100 King Street West,,N7M 6A9,ON,42.4044599234483,-82.1838328451503,Chatham-Kent Health Unit,,https://gvtlabs.testfast.ca/book?inventoryGroup=1237043216&inventory=1498147780&feeder=1643481921,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,1.0,,1.0,,,Walk-ins accepted (based on availability). The entrance is the former Sears building doors facing Wellington Street.,,,https://gvtlabs.testfast.ca/book?inventoryGroup=1237043216&inventory=1498147780&feeder=1643481921,1.0,,2y,,,,,,No,,,,,,,
,3043,1.0,COVID-19 Community Pop-Up Testing Site: David Braley Health Sciences Centre,City of Hamilton,Hamilton,100 Main Street West,,L8P 1H6,ON,43.257103673082,-79.8735104732517,Hamilton Public Health Services,,,,10:00-14:00,,,,,,1.0,,,Only symptomatic individuals (even 1 symptom) can be tested. No cost. Please bring ID. There is a parking lot off of King/Bay.,,,,1.0,,,,,,,,,,,,,,,
,3044,1.0,COVID-19 Community Pop-Up Testing Site: Dominic Agostino Riverdale Community Centre,City of Hamilton,Hamilton,150 Violet Drive,,L8E 6B4,ON,43.2327387115798,-79.7567445576708,Hamilton Public Health Services,,,10:00-14:00,,,,,,,1.0,,,Only symptomatic individuals (even 1 symptom) can be tested. No cost. Please bring ID.,,,,1.0,,,,,,,,,,,,,,,
,3066,1.0,Access Alliance -Multicultural Health and Community Services,Access Point on Jane (APOJ),York,761 Jane Street,,M6N 4B4,ON,43.6716957043155,-79.4931961732383,Toronto Public Health,,,,17:00-18:00,,,08:00-09:00,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
,3091,1.0,Danforth Village,Shopper's World Danforth Plaza,Toronto,3003 Danforth Avenue,,M4C 1M9,ON,43.689750170866,-79.2906595813544,Toronto Public Health,,https://www.tehn.ca/covid-19/community-covid-19-outreach-centres-east-toronto,,,,13:00-18:45,,1.0,,1.0,,,"3003 Danforth Ave., Toronto, ON M4C 1M9

(Located at Shoppers World Danforth plaza in the storefront between LA Fitness and Coin Laundry.)



Services and hours of operation:



Walk-in COVID-19 PCR testing for eligible individuals

Available Thursday, Saturday and Sunday, 1 p.m. to 6:45 p.m.

Walk-in pick up and drop off of take-home COVID-19 PCR test kits for symptomatic students and education staff who meet testing eligibility

Available Thursday, Saturday and Sunday, 1 p.m. to 6:45 p.m.

Walk-in COVID-19 vaccines for eligible individuals aged 5+

Available every day, 10:15 a.m. to 5:30 p.m.

Walk-ins are unavailable, 1 p.m. to 2 p.m.

Vaccines are also available by appointment. Book an appointment. 

* location to be closed after June 26
(Located at Shoppers World Danforth plaza in the storefront between LA Fitness and Coin Laundry.)



Services and hours of operation:



Walk-in COVID-19 PCR testing for eligible individuals

Available Thursday, Saturday and Sunday, 1 p.m. to 6:45 p.m.

Walk-in pick up and drop off of take-home COVID-19 PCR test kits for symptomatic students and education staff who meet testing eligibility

Available Thursday, Saturday and Sunday, 1 p.m. to 6:45 p.m.

Walk-in COVID-19 vaccines for eligible individuals aged 5+

Available every day, 10:15 a.m. to 5:30 p.m.

Walk-ins are unavailable, 1 p.m. to 2 p.m.

Vaccines are also available by appointment. Book an appointment. 

* location to be closed after June 26",13:00-18:45,13:00-18:45,https://www.tehn.ca/covid19/community-covid-19-outreach-centres-east-toronto,1.0,,4m,,,,,,,,,,,,,
1.0,3092,1.0,Flemingdon-Gateway Outreach Centre,Flemingdon Park,North York,"10 Gateway Boulevard, Unit 100A",,M3C 3A1,ON,43.7100363852708,-79.3326401604417,Toronto Public Health,,https://www.tehn.ca/covid-19/community-covid-19-outreach-centres-east-toronto,,,13:00-18:45,13:00-18:45,,1.0,,1.0,,,"10 Gateway Blvd., Unit 100A, Toronto, ON M3C 3A1

(Located to the right of the apartment entrance.)



Services and hours of operation:



Walk-in COVID-19 PCR testing for eligible individuals and flu assessments

Available Wednesday, Thursday and Sunday, 1 p.m. to 6:45 p.m.

Walk-in pick up and drop off of take-home COVID-19 PCR test kits for symptomatic students and education staff who meet testing eligibility

Available Wednesday, Thursday and Sunday, 1 p.m. to 6:45 p.m.

Walk-in COVID-19 assessments and prescriptions for treatment for people who are at higher risk of being hospitalized from COVID-19

Available Wednesday, Thursday and Sunday, 1 p.m. to 6 p.m.",,13:00-18:45,,1.0,,4m,,,,,,,,,,,,,
,3093,1.0,Gerrard Square Outreach Centre,Gerrard Square (Leslieville),Toronto,1000 Gerrard Street East,,M4M 3G6,ON,43.6693185920643,-79.3391412444166,Toronto Public Health,,https://www.tehn.ca/covid-19/community-covid-19-outreach-centres-east-toronto,13:00-19:00,13:00-19:00,13:00-19:00,13:00-19:00,13:00-19:00,,,1.0,,,"February 1-28 (Open daily, including on Family Day)

Services and hours of operation:

Take-home PCR test kit pick-up and drop-off for symptomatic students and education staff who meet testing eligibility: 1-7 p.m. 

Test kit drop-off ends at 6:45 p.m.

This location does not offer walk-in COVID-19 PCR testing for eligible individuals.

Walk-in COVID-19 vaccines: Starting January 27, 10:15 a.m.-5:30 p.m. for individuals aged 12 and older who live in any ""M"" postal code. Vaccines are also available by appointment. Book an appointment.",13:00-19:00,13:00-19:00,,1.0,1.0,,,,,,,,,,,,,,
,3094,1.0,Parkdale Queen West Community Pop-Ups,Parkdale Queen West Community Health Centre,Toronto,1229 Queen Street West,,M6K 1L2,ON,43.6419541689925,-79.429368600926,Toronto Public Health,,,,,,,,,,1.0,,,There are varying pop-up locations. Located at the Parkdale Queen West Community Health Centre.,,,,,,,,,,,,,,,,,,,
,3096,1.0,Women's College Pop-Ups,Women's College Hospital,Toronto,1651 Keele Street,,M6M 3W2,ON,43.6837262818716,-79.4718477316074,Toronto Public Health,416-787-1661 ext. 3300,,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,1.0,1.0,1.0,,,Saliva or oral/nasal collection. Results within 72 hrs. Take home kits. Kits drop off and collection at same site only. Call for more information on pick up/drop off times.,,,,1.0,,,,,,,,,,,,,,,
,3097,1.0,Women's College Pop-Ups,Women's College Hospital,Toronto,1541 Jane Street,,M9N 2R3,ON,43.698785914383,-79.5019464316068,Toronto Public Health,416-787-1661 ext. 3300,,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,1.0,1.0,1.0,,,Saliva or oral/nasal collection. Results within 72 hrs. Take home kits. Kits drop off and collection at same site only. Call for more information on pick up/drop off times.,,,,1.0,,,,,,,,,,,,,,,
,3098,1.0,COVID-19 Pop-up Testing Clinic (West Haldimand),Canadian Health Labs (CHL),Hagersville,75 Parkview Road,,N0A 1H0,ON,42.959342,-80.041081,Haldimand-Norfolk Health Unit,,https://chlscheduling.as.me/,,,,,,1.0,,1.0,,,Walk-ins are accepted. Visit their website to book an appointment.,10:00-16:30,10:00-16:30,https://chlscheduling.as.me/,1.0,1.0,0m,,,,,,,,,,,,,
,3099,1.0,COVID-19 Pop-up Testing Clinic (Haldimand War Memorial),Canadian Health Labs (CHL),Dunnville,400 Broad Street,,N1A 2P7,ON,42.905645,-79.625175,Haldimand-Norfolk Health Unit,,https://chlscheduling.as.me/,,,,,,1.0,,1.0,,,Walk-ins are accepted. Visit their website to book an appointment. Located at the east side of the hospital in the previous Pharmasave location. Enter the east paring lot next to the Hospital Foundation office (322 Broad).,,12:00-16:00,https://chlscheduling.as.me/,1.0,1.0,0m,,,,,,,,,,,,,
1.0,3122,1.0,East Ottawa Kids COVID Care Clinic,CHEO,Orleans,"4289 Innes Road, 2nd Floor",,K1E 0A8,ON,45.4591712752515,-75.4955805020283,Ottawa Public Health,613-686-1911,https://www.eastottawakids.com/site/home?utm_source=OPH&utm_medium=OPH_COVIDTesting_Page&utm_campaign=Coronavirus&utm_content=East_Ottawa_Kids_Booking_Form,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,17:00-21:00,1.0,1.0,1.0,,,,09:00-13:00,09:00-13:00,https://www.eastottawakids.com/site/home?utm_source=OPH&utm_medium=OPH_COVIDTesting_Page&utm_campaign=Coronavirus&utm_content=East_Ottawa_Kids_Booking_Form,,1.0,0m,,,,,,,,,,,,,
1.0,3123,1.0,"Mississauga Medical Arts COVID-19, Cold and Flu Care Clinic",Mississauga Medical Arts Ltd.,Mississauga,5010 Glen Erin Drive,,L5M 5J3,ON,43.5552971198977,-79.7148345151867,Peel Public Health,905-288-5900,https://care-clinics.ca/,09:00-19:00,09:00-19:00,09:00-19:00,09:00-17:00,09:00-17:00,1.0,1.0,1.0,,,Corner of Glen Erin and Eglinton inside Loblaws - East part of the parking lot with a separate entrance (nearest to Glen Erin).,09:00-17:00,09:00-17:00,https://care-clinics.ca/,,,1y,,,,,,,,,,,,,
,3126,1.0,Mohawk College Health and Wellness Centre,Mohawk College,Hamilton,1565 Upper James Street,,L9C 0E3,ON,43.20367,-79.89068,Hamilton Public Health Services,905-575-2211,www.mohawkcollege.ca/healthservices,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,1.0,1.0,1.0,1.0,,"Access is through the door beside the Fennell Avenue Outpatient Entrance. 

Book an appointment online at: www.HamiltonCovidTest.ca. If you require assistance with bookings call (289) 778-1465, Monday to Friday ONLY between 4:30 to 9:00 pm.",08:00-16:00,08:00-16:00,www.mohawkcollege.ca/healthservices,1.0,,,,,,,,,,,,,,,
,3127,1.0,Old South,Thames Valley Family Health Team,London,"460 Springbank Drive, Unit 308",,N6J 0A8,ON,42.9671784857919,-81.2856247623801,Middlesex-London Health Unit,,,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,08:30-16:30,1.0,1.0,1.0,,,,,,https://cac-tvfht.vertoengage.com/engage/generic-open-clinic?key=8f650e80-ed02-4e30-b41b-9c85716fac0e,,,,,,,,,,,,,,,,
